director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Chelsea Stardust,Hayley Griffith,Ruby Modine,Arden Myrin,Drama,satanic panic,Hayley Griffith Ruby Modine Arden Myrin Chelsea Stardust Drama
Ali LeRoi,Steven Silver,Nicola Peltz,unknown,Drama,the obituary of tunde johnson,Steven Silver Nicola Peltz unknown Ali LeRoi Drama
John Crowley,Ansel Elgort,Oakes Fegley,Aneurin Barnard,Drama,the goldfinch,Ansel Elgort Oakes Fegley Aneurin Barnard John Crowley Drama
Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Drama,hustlers,Constance Wu Jennifer Lopez Julia Stiles Lorene Scafaria Drama
Michael Tyburski,Rashida Jones,Peter Sarsgaard,Tony Revolori,Drama,the sound of silence,Rashida Jones Peter Sarsgaard Tony Revolori Michael Tyburski Drama
Alejandro Landes,Julianne Nicholson,Moisés Arias,unknown,Drama,monos,Julianne Nicholson Moisés Arias unknown Alejandro Landes Drama
Nzingha Stewart,Ava Michelle,Griffin Gluck,Luke Eisner,Drama,tall girl,Ava Michelle Griffin Gluck Luke Eisner Nzingha Stewart Drama
James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,Drama,ad astra,Brad Pitt Tommy Lee Jones Ruth Negga James Gray Drama
Michael Engler,Hugh Bonneville,Jim Carter,Michelle Dockery,Drama,downton abbey,Hugh Bonneville Jim Carter Michelle Dockery Michael Engler Drama
Adrian Grunberg,Sylvester Stallone,Adriana Barraza,Paz Vega,Drama,rambo: last blood,Sylvester Stallone Adriana Barraza Paz Vega Adrian Grunberg Drama
Henry Jacobson,Seann William Scott,Mariela Garriga,Dale Dickey,Drama,bloodline,Seann William Scott Mariela Garriga Dale Dickey Henry Jacobson Drama
Jason Cabell,Nicolas Cage,Laurence Fishburne,unknown,Drama,running with the devil,Nicolas Cage Laurence Fishburne unknown Jason Cabell Drama
Brad Anderson,Sam Worthington,Lily Rabe,Stephen Tobolowsky,Drama,fractured,Sam Worthington Lily Rabe Stephen Tobolowsky Brad Anderson Drama
Jill Culton,Todd Wilderman (co-director); Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Drama,abominable,Todd Wilderman (co-director); Chloe Bennet Albert Tsai Tenzing Norgay Trainor Jill Culton Drama
Steven Soderbergh,Meryl Streep,Gary Oldman,Antonio Banderas,Drama,the laundromat,Meryl Streep Gary Oldman Antonio Banderas Steven Soderbergh Drama
Rupert Goold,Renée Zellweger,Jessie Buckley,Finn Wittrock,Drama,judy,Renée Zellweger Jessie Buckley Finn Wittrock Rupert Goold Drama
Franck Khalfoun,Logan Miller,Kristine Froseth,unknown,Drama,prey,Logan Miller Kristine Froseth unknown Franck Khalfoun Drama
Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Drama,joker,Joaquin Phoenix Robert De Niro Zazie Beetz Todd Phillips Drama
Noah Hawley,Natalie Portman,Jon Hamm,Zazie Beetz,Drama,lucy in the sky,Natalie Portman Jon Hamm Zazie Beetz Noah Hawley Drama
Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama,dolemite is my name,Eddie Murphy Keegan-Michael Key Mike Epps Craig Brewer Drama
Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Drama,in the tall grass,Patrick Wilson Harrison Gilbertson Rachel Wilson Vincenzo Natali Drama
Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Drama,low tide,Keean Johnson Jaeden Martell Alex Neustaedter Kevin McMullin Drama
Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),unknown,Drama,wrinkles the clown,Michael Beach Nichols (director); Michael Beach Nichols Christopher K. Walker (screenplay) unknown Michael Beach Nichols Drama
Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Drama,little monsters,Lupita Nyong'o Alexander England Josh Gad Abe Forsythe Drama
Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Drama,gemini man,Will Smith Mary Elizabeth Winstead Clive Owen Ang Lee Drama
"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Drama,the addams family,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Drama"
David Michôd,Timothée Chalamet,Joel Edgerton,Sean Harris,Drama,the king,Timothée Chalamet Joel Edgerton Sean Harris David Michôd Drama
"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",Adam Devine,Rose Byrne,Alexandra Shipp,Drama,jexi,"Adam Devine Rose Byrne Alexandra Shipp Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña Drama"
Lars Klevberg,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Drama,polaroid,Kathryn Prescott Grace Zabriskie Samantha Logan Lars Klevberg Drama
Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Drama,el camino: a breaking bad movie,Aaron Paul Jesse Plemons Scott MacArthur Vince Gilligan Drama
Joachim Rønning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Drama,maleficent: mistress of evil,Angelina Jolie Elle Fanning Michelle Pfeiffer Joachim Rønning Drama
Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Drama,zombieland: double tap,Woody Harrelson Jesse Eisenberg Emma Stone Ruben Fleischer Drama
Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Drama,jojo rabbit,Roman Griffin Davis Thomasin McKenzie Scarlett Johansson Taika Waititi Drama
Robert Eggers,Willem Dafoe,Robert Pattinson,unknown,Drama,the lighthouse,Willem Dafoe Robert Pattinson unknown Robert Eggers Drama
Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Drama,wounds,Armie Hammer Dakota Johnson Zazie Beetz Babak Anvari Drama
Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Drama,black and blue,Naomie Harris Tyrese Gibson Frank Grillo Deon Taylor Drama
Alfonso Gomez-Rejon,Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Drama,the current war,Benedict Cumberbatch Michael Shannon Katherine Waterston Alfonso Gomez-Rejon Drama
Justin Dec,Elizabeth Lail,Peter Facinelli,Anne Winters,Drama,countdown,Elizabeth Lail Peter Facinelli Anne Winters Justin Dec Drama
Dan Krauss,Dan Krauss (director); Nat Wolff,Alexander Skarsgård,unknown,Drama,the kill team,Dan Krauss (director); Nat Wolff Alexander Skarsgård unknown Dan Krauss Drama
"Chris Lofing, Travis Cluff",Chris Milligan,Ema Horvath,Brittany Falardeau,Drama,the gallows act ii,"Chris Milligan Ema Horvath Brittany Falardeau Chris Lofing, Travis Cluff Drama"
Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Drama,terminator: dark fate,Linda Hamilton Arnold Schwarzenegger Mackenzie Davis Tim Miller Drama
Edward Norton,Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Drama,motherless brooklyn,Edward Norton Bruce Willis Gugu Mbatha-Raw Edward Norton Drama
Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Drama,the irishman,Robert De Niro Al Pacino Joe Pesci Martin Scorsese Drama
Kasi Lemmons,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Drama,harriet,Cynthia Erivo Leslie Odom Jr. Joe Alwyn Kasi Lemmons Drama
Aaron Woodley,Jeremy Renner,James Franco,Heidi Klum,Drama,arctic dogs,Jeremy Renner James Franco Heidi Klum Aaron Woodley Drama
Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story,Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama
Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Drama,doctor sleep,Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Drama
Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,Drama,last christmas,Emilia Clarke Henry Golding Michelle Yeoh Paul Feig Drama
Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,Drama,playing with fire,John Cena Keegan-Michael Key John Leguizamo Andy Fickman Drama
Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Drama,let it snow,Isabela Merced Shameik Moore Kiernan Shipka Luke Snellin Drama
Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,Drama,midway,Ed Skrein Patrick Wilson Luke Evans Roland Emmerich Drama
Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,Drama,klaus,J. K. Simmons Jason Schwartzman Rashida Jones Sergio Pablos Drama
Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy,Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama
Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Drama,lady and the tramp,Tessa Thompson Justin Theroux Kiersey Clemons Charlie Bean Drama
Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Drama,noelle,Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Drama
James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Drama,ford v ferrari,Matt Damon Christian Bale Jon Bernthal James Mangold Drama
Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Drama,charlie's angels,Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Drama
Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Drama,the good liar,Ian McKellen Helen Mirren Russell Tovey Bill Condon Drama
Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Drama,the report,Adam Driver Annette Bening Ted Levine Scott Z. Burns Drama
Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Drama,waves,Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Drama
"Chris Buck, Jennifer Lee",Idina Menzel,Kristen Bell,Jonathan Groff,Drama,frozen ii,"Idina Menzel Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Drama"
Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Drama,a beautiful day in the neighborhood,Tom Hanks Matthew Rhys Susan Kelechi Watson Marielle Heller Drama
Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Drama,21 bridges,Chadwick Boseman Sienna Miller Stephan James Brian Kirk Drama
Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Drama,dark waters,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama
Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Drama,knives out,Daniel Craig Chris Evans Ana de Armas Rian Johnson Drama
Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Drama,queen & slim,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Drama
Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,unknown,Drama,the two popes,Anthony Hopkins Jonathan Pryce unknown Fernando Meirelles Drama
Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Drama,playmobil: the movie,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Drama
Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Drama,the aeronauts,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Drama
Sam Taylor-Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama
Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Drama,daniel isn't real,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Drama
Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Drama,jumanji: the next level,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Drama
Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama,richard jewell,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama
Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Drama,black christmas,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Drama
Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Drama,6 underground,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Drama
Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Drama,bombshell,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama
"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Adam Sandler,Lakeith Stanfield,Julia Fox,Drama,uncut gems,"Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama"
Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Drama,seberg,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Drama
Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,Drama,a hidden life,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick Drama
J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Drama,star wars: the rise of skywalker,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Drama
Tom Hooper,James Corden,Judi Dench,Jason Derulo,Drama,cats,James Corden Judi Dench Jason Derulo Tom Hooper Drama
Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Drama,togo,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Drama
"Nick Bruno, Troy Quane",Will Smith,Tom Holland,Rashida Jones,Drama,spies in disguise,"Will Smith Tom Holland Rashida Jones Nick Bruno, Troy Quane Drama"
Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Drama,little women,Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama
Sam Mendes,George MacKay,Dean-Charles Chapman,Mark Strong,Drama,1917,George MacKay Dean-Charles Chapman Mark Strong Sam Mendes Drama
Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Drama,just mercy,Michael B. Jordan Jamie Foxx Brie Larson Destin Daniel Cretton Drama
Chinonye Chukwu,Alfre Woodard,Wendell Pierce,Aldis Hodge,Drama,clemency,Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama
Nicolas Pesce,Andrea Riseborough,Demián Bichir,John Cho,Drama,the grudge,Andrea Riseborough Demián Bichir John Cho Nicolas Pesce Drama
William Eubank,Kristen Stewart,Vincent Cassel,Jessica Henwick,Drama,underwater,Kristen Stewart Vincent Cassel Jessica Henwick William Eubank Drama
Miguel Arteta,Tiffany Haddish,Rose Byrne,Salma Hayek,Drama,like a boss,Tiffany Haddish Rose Byrne Salma Hayek Miguel Arteta Drama
Jon Avnet,Richard Gere,Peter Dinklage,Walton Goggins,Drama,three christs,Richard Gere Peter Dinklage Walton Goggins Jon Avnet Drama
Anthony Jerjen,Josh Hartnett,Margarita Levieva,Chandler Riggs,Drama,inherit the viper,Josh Hartnett Margarita Levieva Chandler Riggs Anthony Jerjen Drama
Andrew Desmond,Freya Tingley,Simon Abkarian,Rutger Hauer,Drama,the sonata,Freya Tingley Simon Abkarian Rutger Hauer Andrew Desmond Drama
Daniel Farrands,Mena Suvari,Nick Stahl,Taryn Manning,Drama,the murder of nicole brown simpson,Mena Suvari Nick Stahl Taryn Manning Daniel Farrands Drama
Adil El Arbi and Bilall Fallah,Will Smith,Martin Lawrence,Vanessa Hudgens,Drama,bad boys for life,Will Smith Martin Lawrence Vanessa Hudgens Adil El Arbi and Bilall Fallah Drama
Stephen Gaghan,Robert Downey Jr.,Antonio Banderas,Michael Sheen,Drama,dolittle,Robert Downey Jr. Antonio Banderas Michael Sheen Stephen Gaghan Drama
Tyler Perry,Crystal R. Fox,Phylicia Rashad,Bresha Webb,Drama,a fall from grace,Crystal R. Fox Phylicia Rashad Bresha Webb Tyler Perry Drama
Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Henry Golding,Drama,the gentlemen,Matthew McConaughey Charlie Hunnam Henry Golding Guy Ritchie Drama
Floria Sigismondi,Mackenzie Davis,Finn Wolfhard,Brooklynn Prince,Drama,the turning,Mackenzie Davis Finn Wolfhard Brooklynn Prince Floria Sigismondi Drama
Todd Robinson,Sebastian Stan,Christopher Plummer,William Hurt,Drama,the last full measure,Sebastian Stan Christopher Plummer William Hurt Todd Robinson Drama
Will Forbes,Terry Crews,Ludacris,Jamila Velazquez,Drama,john henry,Terry Crews Ludacris Jamila Velazquez Will Forbes Drama
Reed Morano,Blake Lively,Jude Law,Sterling K. Brown,Drama,the rhythm section,Blake Lively Jude Law Sterling K. Brown Reed Morano Drama
Oz Perkins,Sophia Lillis,Sammy Leakey,Charles Babalola,Drama,gretel & hansel,Sophia Lillis Sammy Leakey Charles Babalola Oz Perkins Drama
Cathy Yan,Margot Robbie,Mary Elizabeth Winstead,Jurnee Smollett-Bell,Drama,birds of prey,Margot Robbie Mary Elizabeth Winstead Jurnee Smollett-Bell Cathy Yan Drama
"Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone",Riley Keough,Jaeden Martell,Lia McHugh,Drama,the lodge,"Riley Keough Jaeden Martell Lia McHugh Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone Drama"
Tom McCarthy,Winslow Fegley,Ophelia Lovibond,Craig Robinson,Drama,timmy failure: mistakes were made,Winslow Fegley Ophelia Lovibond Craig Robinson Tom McCarthy Drama
Jeff Baena,Alison Brie,Debby Ryan,John Paul Reynolds,Drama,horse girl,Alison Brie Debby Ryan John Paul Reynolds Jeff Baena Drama
Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Drama,to all the boys: p.s. i still love you,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Drama
Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Drama,sonic the hedgehog,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Drama
Jeff Wadlow,Michael Peña,Maggie Q,Lucy Hale,Drama,fantasy island,Michael Peña Maggie Q Lucy Hale Jeff Wadlow Drama
Stella Meghie,Issa Rae,Lakeith Stanfield,Chelsea Peretti,Drama,the photograph,Issa Rae Lakeith Stanfield Chelsea Peretti Stella Meghie Drama
"Nat Faxon, Jim Rash",Julia Louis-Dreyfus,Will Ferrell,Miranda Otto,Drama,downhill,"Julia Louis-Dreyfus Will Ferrell Miranda Otto Nat Faxon, Jim Rash Drama"
Drew Mylrea,Drew Van Acker,Poppy Delevingne,Natasha Bassett,Drama,spy intervention,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Drama
Lone Scherfig,Andrea Riseborough,Tahar Rahim,Zoe Kazan,Drama,the kindness of strangers,Andrea Riseborough Tahar Rahim Zoe Kazan Lone Scherfig Drama
Chris Sanders,Harrison Ford,Omar Sy,Cara Gee,Drama,the call of the wild,Harrison Ford Omar Sy Cara Gee Chris Sanders Drama
"Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe",Anne Hathaway,Ben Affleck,Rosie Perez,Drama,the last thing he wanted,"Anne Hathaway Ben Affleck Rosie Perez Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe Drama"
William Brent Bell,Katie Holmes,Owain Yeoman,Christopher Convery,Drama,brahms: the boy ii,Katie Holmes Owain Yeoman Christopher Convery William Brent Bell Drama
Autumn de Wilde,Anya Taylor-Joy,Johnny Flynn,Josh O'Connor,Drama,emma,Anya Taylor-Joy Johnny Flynn Josh O'Connor Autumn de Wilde Drama
Michael Cristofer,Tye Sheridan,Ana de Armas,Helen Hunt,Drama,the night clerk,Tye Sheridan Ana de Armas Helen Hunt Michael Cristofer Drama
Chris Henchy,Brian Quinn,Joe Gatto,Sal Vulcano,Drama,impractical jokers: the movie,Brian Quinn Joe Gatto Sal Vulcano Chris Henchy Drama
Leigh Whannell,Elisabeth Moss,Aldis Hodge,Storm Reid,Drama,the invisible man,Elisabeth Moss Aldis Hodge Storm Reid Leigh Whannell Drama
Brett Haley,Elle Fanning,Justice Smith,Alexandra Shipp,Drama,all the bright places,Elle Fanning Justice Smith Alexandra Shipp Brett Haley Drama
Jason Lei Howden,Daniel Radcliffe,Samara Weaving,Natasha Liu Bordizzo,Drama,guns akimbo,Daniel Radcliffe Samara Weaving Natasha Liu Bordizzo Jason Lei Howden Drama
Dan Scanlon,Tom Holland,Chris Pratt,Julia Louis-Dreyfus,Drama,onward,Tom Holland Chris Pratt Julia Louis-Dreyfus Dan Scanlon Drama
Gavin O'Connor,Ben Affleck,Al Madrigal,Michaela Watkins,Drama,the way back,Ben Affleck Al Madrigal Michaela Watkins Gavin O'Connor Drama
Peter Berg,Mark Wahlberg,Winston Duke,Alan Arkin,Drama,spenser confidential,Mark Wahlberg Winston Duke Alan Arkin Peter Berg Drama
George Nolfi,Anthony Mackie,Nicholas Hoult,Nia Long,Drama,the banker,Anthony Mackie Nicholas Hoult Nia Long George Nolfi Drama
Giuseppe Capotondi,Claes Bang,Elizabeth Debicki,Mick Jagger,Drama,the burnt orange heresy,Claes Bang Elizabeth Debicki Mick Jagger Giuseppe Capotondi Drama
Carlo Mirabella-Davis,Haley Bennett,Austin Stowell,Elizabeth Marvel,Drama,swallow,Haley Bennett Austin Stowell Elizabeth Marvel Carlo Mirabella-Davis Drama
Kelly Reichardt,John Magaro,Orion Hall,René Auberjonois,Drama,first cow,John Magaro Orion Hall René Auberjonois Kelly Reichardt Drama
Dave S. F. Wilson,Vin Diesel,Eiza González,Sam Heughan,Drama,bloodshot,Vin Diesel Eiza González Sam Heughan Dave S. F. Wilson Drama
